                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                0.97777,                0.62574,                  1.071,                0.57183,                 0.4512,                0.48302,                0.21377,                 2.0417,                 1.3272,                 1.6034,               0.001703,               0.001703,               0.001703
                     93,                0.96621,                0.60853,                 1.0732,                0.45323,                0.29098,                0.31588,                0.14004,                 2.2791,                 1.7087,                 1.7729,              0.0016997,              0.0016997,              0.0016997
                     94,                0.96771,                0.60829,                 1.0731,                0.59306,                0.49908,                0.51384,                0.25441,                 1.8658,                 1.2733,                 1.4886,              0.0016964,              0.0016964,              0.0016964
                     95,                0.96575,                0.61069,                 1.0744,                0.55628,                0.33579,                0.37678,                0.16841,                 2.1359,                 1.5736,                 1.6352,              0.0016931,              0.0016931,              0.0016931
                     96,                0.96269,                0.60665,                 1.0701,                0.55307,                0.47268,                0.48362,                0.19529,                 2.1654,                 1.4696,                 1.6862,              0.0016898,              0.0016898,              0.0016898
                     97,                0.97055,                0.61504,                 1.0681,                0.44568,                0.43582,                 0.4034,                0.19325,                 2.0204,                 1.4668,                 1.5795,              0.0016865,              0.0016865,              0.0016865
                     98,                0.96031,                0.60577,                 1.0695,                0.68325,                0.43217,                0.53302,                 0.2349,                  2.001,                 1.1933,                 1.5396,              0.0016832,              0.0016832,              0.0016832
                     99,                0.92654,                0.59098,                  1.052,                 0.5468,                0.48803,                0.50811,                0.22178,                 2.1138,                 1.2839,                 1.6261,              0.0016799,              0.0016799,              0.0016799
                    100,                0.95121,                0.60309,                 1.0648,                 0.6515,                 0.4868,                0.55857,                 0.2704,                 1.8649,                 1.1611,                 1.4853,              0.0016766,              0.0016766,              0.0016766
                    101,                0.94783,                0.59459,                  1.054,                0.41296,                0.33579,                0.33352,                0.13736,                 2.2544,                 1.9064,                 1.8157,              0.0016733,              0.0016733,              0.0016733
