                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.4939,                 1.1935,                  1.392,                0.01394,                0.00982,                0.00822,                0.00347,                 4.4434,                 6.3158,                 3.9609,               0.001769,               0.001769,               0.001769
                     73,                 1.4866,                 1.1731,                 1.3775,                0.01445,                0.01657,                0.00796,                0.00346,                 4.5247,                 7.5119,                 4.3493,              0.0017657,              0.0017657,              0.0017657
                     74,                 1.4944,                 1.1973,                 1.4018,                0.02124,                0.02271,                 0.0114,                0.00498,                 3.6943,                  5.077,                 3.9352,              0.0017624,              0.0017624,              0.0017624
                     75,                 1.4856,                 1.1865,                 1.3836,                0.01679,                0.03192,                0.00905,                0.00309,                 4.4947,                   7.26,                 4.2893,              0.0017591,              0.0017591,              0.0017591
                     76,                 1.4915,                 1.1885,                 1.3848,                0.00243,                0.00123,                0.00122,                0.00018,                 4.1959,                 6.3258,                 3.6307,              0.0017558,              0.0017558,              0.0017558
                     77,                 1.4815,                  1.155,                 1.3649,                0.00819,                0.00675,                0.00413,                0.00172,                 3.6915,                 6.0373,                 3.2876,              0.0017525,              0.0017525,              0.0017525
                     78,                 1.4636,                 1.1382,                 1.3616,                0.00845,                0.00859,                0.00427,                0.00128,                 3.8934,                 7.5412,                  3.179,              0.0017492,              0.0017492,              0.0017492
                     79,                 1.4648,                 1.1494,                 1.3646,                 0.0026,                0.00061,                0.00131,                0.00013,                 4.3379,                 7.0732,                 3.9588,              0.0017459,              0.0017459,              0.0017459
                     80,                 1.4671,                 1.1554,                  1.355,                0.01031,                0.03867,                0.00551,                0.00205,                 3.5935,                 6.5581,                 3.1879,              0.0017426,              0.0017426,              0.0017426
                     81,                 1.4385,                 1.1108,                 1.3493,                0.01038,                0.02333,                0.00542,                0.00158,                 3.8002,                 6.6936,                 2.8968,              0.0017393,              0.0017393,              0.0017393
                     82,                  1.448,                   1.13,                 1.3412,                0.00254,                 0.1504,                0.00158,                0.00038,                  4.351,                 3.7366,                 3.0793,               0.001736,               0.001736,               0.001736
                     83,                  1.431,                 1.1215,                 1.3657,                0.00701,                0.06753,                0.00381,                0.00095,                 3.7706,                 5.0405,                 3.0297,              0.0017327,              0.0017327,              0.0017327
                     84,                  1.436,                 1.1228,                 1.3661,                0.00266,                0.01842,                0.00147,                0.00046,                 4.4877,                 4.1593,                 3.7933,              0.0017294,              0.0017294,              0.0017294
                     85,                 1.4441,                 1.1149,                 1.3687,                0.01188,                0.01228,                0.00615,                0.00251,                 3.8752,                 6.5759,                 4.0074,              0.0017261,              0.0017261,              0.0017261
                     86,                 1.4285,                 1.1092,                  1.346,                 0.0012,                0.00982,                0.00064,                0.00019,                 3.7566,                  5.426,                 2.8366,              0.0017228,              0.0017228,              0.0017228
                     87,                 1.4215,                 1.0983,                 1.3392,                0.00517,                0.05095,                0.00305,                0.00092,                 4.2476,                 4.7848,                 3.2964,              0.0017195,              0.0017195,              0.0017195
                     88,                 1.4053,                 1.1075,                 1.3496,                0.00368,                0.00123,                0.00185,                0.00065,                 3.9558,                 6.6282,                 2.9231,              0.0017162,              0.0017162,              0.0017162
                     89,                 1.4254,                 1.0989,                 1.3417,                0.00959,                0.01044,                0.00489,                0.00137,                 4.6028,                 7.7385,                 4.4951,              0.0017129,              0.0017129,              0.0017129
                     90,                 1.4011,                 1.0687,                 1.3296,                0.00959,                0.01044,                0.00489,                0.00137,                 4.4736,                 7.0848,                 3.2462,              0.0017096,              0.0017096,              0.0017096
                     91,                 1.3788,                 1.0751,                 1.3259,                0.00149,                0.00061,                0.00074,                 0.0003,                 4.1767,                 6.1779,                 2.8538,              0.0017063,              0.0017063,              0.0017063
                     92,                 1.4484,                 1.0823,                  1.346,                0.00149,                0.00061,                0.00074,                 0.0003,                 4.1104,                 5.7897,                 2.7194,               0.001703,               0.001703,               0.001703
