                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 1.0207,                0.66493,                 1.1171,                0.63006,                0.49233,                0.53358,                0.25689,                 1.8156,                 1.1704,                 1.4421,              0.0016964,              0.0016964,              0.0016964
                     95,                 1.0093,                0.66268,                 1.0983,                0.67718,                0.49233,                0.55777,                 0.2702,                 1.8566,                 1.1712,                 1.4697,              0.0016931,              0.0016931,              0.0016931
                     96,                0.98749,                0.63473,                 1.0811,                0.69249,                  0.469,                0.54135,                0.25466,                 1.8865,                  1.177,                 1.4803,              0.0016898,              0.0016898,              0.0016898
                     97,                0.99634,                0.64074,                 1.0964,                0.65212,                0.51669,                 0.5728,                0.27888,                 1.8019,                 1.1388,                 1.4264,              0.0016865,              0.0016865,              0.0016865
                     98,                 1.0078,                0.65465,                 1.1028,                0.65375,                0.49417,                0.52492,                0.24481,                 1.8953,                 1.2354,                 1.4939,              0.0016832,              0.0016832,              0.0016832
                     99,                 1.0202,                0.65359,                 1.1058,                0.62597,                0.46716,                0.50124,                0.25038,                  1.815,                  1.258,                 1.4421,              0.0016799,              0.0016799,              0.0016799
                    100,                 1.0103,                0.65661,                 1.1068,                0.69078,                0.41805,                0.49136,                0.23665,                 1.9546,                 1.2583,                 1.5567,              0.0016766,              0.0016766,              0.0016766
                    101,                 1.0215,                0.67156,                 1.1079,                0.67513,                0.46777,                 0.5408,                0.25141,                 1.8935,                 1.2073,                 1.4928,              0.0016733,              0.0016733,              0.0016733
                    102,                0.99539,                0.64232,                 1.0971,                0.64287,                0.48742,                0.54407,                0.26834,                 1.8283,                 1.1781,                 1.4634,                0.00167,                0.00167,                0.00167
                    103,                0.98282,                0.62855,                 1.0943,                0.67838,                0.51934,                0.58434,                0.28712,                  1.843,                 1.1041,                 1.4495,              0.0016667,              0.0016667,              0.0016667
                    104,                 1.0081,                0.64876,                 1.1116,                0.61764,                0.43769,                 0.4752,                0.22041,                 1.9422,                 1.3139,                 1.4749,              0.0016634,              0.0016634,              0.0016634
                    105,                 1.0058,                0.63783,                 1.0942,                0.68698,                0.51258,                0.56758,                0.27016,                 1.8638,                 1.1306,                 1.4774,              0.0016601,              0.0016601,              0.0016601
                    106,                 1.0125,                0.64984,                 1.1111,                0.72496,                0.47882,                0.53884,                0.26951,                 1.8199,                 1.1402,                 1.4737,              0.0016568,              0.0016568,              0.0016568
                    107,                 1.0068,                0.63281,                 1.1012,                0.69306,                0.52425,                0.57122,                0.27752,                 1.8095,                 1.1098,                 1.4323,              0.0016535,              0.0016535,              0.0016535
                    108,                0.99105,                0.64128,                 1.1021,                0.70445,                 0.4825,                0.54362,                0.27583,                 1.7698,                 1.1255,                  1.452,              0.0016502,              0.0016502,              0.0016502
                    109,                 1.0137,                0.64655,                 1.1085,                0.66342,                0.49847,                0.54658,                0.25926,                 1.8569,                 1.1585,                 1.4715,              0.0016469,              0.0016469,              0.0016469
                    110,                0.99016,                0.64173,                 1.0897,                0.71155,                0.49367,                  0.547,                0.26498,                 1.8265,                 1.1415,                  1.449,              0.0016436,              0.0016436,              0.0016436
                    111,                0.94162,                0.60554,                 1.0742,                0.70126,                0.50583,                0.58968,                0.28723,                 1.8162,                 1.0793,                 1.4181,              0.0016403,              0.0016403,              0.0016403
                    112,                0.97964,                0.63416,                 1.0993,                0.61709,                0.41682,                0.46334,                0.22397,                 1.9566,                 1.3209,                 1.5648,               0.001637,               0.001637,               0.001637
                    113,                0.99664,                0.68189,                 1.1055,                0.63336,                0.49662,                0.52431,                0.25637,                 1.8461,                 1.1947,                 1.4986,              0.0016337,              0.0016337,              0.0016337
                    114,                0.95713,                0.63112,                  1.075,                0.69382,                0.49801,                0.57316,                0.28303,                 1.7598,                 1.1111,                 1.4254,              0.0016304,              0.0016304,              0.0016304
                    115,                 0.9863,                0.63369,                 1.0933,                 0.6671,                0.51443,                0.56983,                0.27859,                 1.8517,                 1.1241,                 1.4446,              0.0016271,              0.0016271,              0.0016271
                    116,                0.97036,                0.62278,                 1.0865,                0.63563,                0.48496,                0.54355,                0.26728,                  1.824,                 1.2393,                 1.4201,              0.0016238,              0.0016238,              0.0016238
                    117,                0.96308,                0.61592,                 1.0765,                0.65662,                0.53591,                0.56428,                0.27222,                 1.8234,                 1.1578,                 1.4457,              0.0016205,              0.0016205,              0.0016205
                    118,                0.97095,                0.60391,                  1.081,                0.69179,                0.51811,                 0.5746,                0.28011,                 1.8171,                 1.0962,                  1.436,              0.0016172,              0.0016172,              0.0016172
                    119,                0.95476,                  0.612,                 1.0785,                0.68358,                0.49335,                0.55697,                0.27368,                 1.8263,                 1.2586,                 1.4348,              0.0016139,              0.0016139,              0.0016139
                    120,                0.93163,                0.59888,                 1.0695,                  0.672,                0.50706,                0.57735,                0.28572,                 1.7764,                 1.1083,                 1.4085,              0.0016106,              0.0016106,              0.0016106
                    121,                0.95335,                0.61386,                 1.0837,                 0.6193,                0.53346,                0.55745,                0.26951,                 1.8479,                 1.1809,                 1.4576,              0.0016073,              0.0016073,              0.0016073
                    122,                0.95648,                0.61438,                 1.0744,                0.69073,                0.51276,                0.58103,                0.27705,                 1.8653,                 1.1475,                 1.4794,               0.001604,               0.001604,               0.001604
                    123,                 0.9449,                 0.6061,                 1.0734,                0.68256,                0.52179,                0.57453,                0.28414,                 1.8211,                 1.1703,                 1.4341,              0.0016007,              0.0016007,              0.0016007
                    124,                0.94569,                0.60797,                 1.0695,                0.71262,                0.47698,                 0.5368,                0.25678,                 1.8665,                 1.2064,                 1.4779,              0.0015974,              0.0015974,              0.0015974
                    125,                0.94588,                0.60714,                 1.0838,                0.69521,                0.48496,                0.54439,                0.26382,                 1.8779,                 1.1917,                 1.4626,              0.0015941,              0.0015941,              0.0015941
                    126,                0.96973,                0.61785,                  1.089,                0.67583,                  0.531,                0.57964,                0.26865,                 1.8448,                 1.1459,                 1.4539,              0.0015908,              0.0015908,              0.0015908
                    127,                 0.9508,                0.59229,                 1.0717,                0.68362,                0.54819,                0.58751,                0.28853,                 1.8084,                 1.0871,                 1.4379,              0.0015875,              0.0015875,              0.0015875
                    128,                0.91714,                0.57962,                 1.0552,                0.67646,                0.49029,                0.55271,                0.26173,                 1.9119,                  1.201,                 1.4997,              0.0015842,              0.0015842,              0.0015842
                    129,                0.94541,                0.59871,                 1.0665,                0.68549,                0.49785,                0.54065,                0.26911,                 1.8664,                 1.1478,                 1.4899,              0.0015809,              0.0015809,              0.0015809
                    130,                0.90353,                 0.5757,                 1.0468,                0.67635,                0.52118,                0.58189,                  0.292,                 1.7959,                 1.1134,                 1.3951,              0.0015776,              0.0015776,              0.0015776
                    131,                0.93206,                0.58923,                 1.0626,                0.70715,                  0.531,                0.59191,                0.29273,                 1.7609,                 1.0556,                 1.4101,              0.0015743,              0.0015743,              0.0015743
                    132,                0.93993,                0.59087,                 1.0587,                0.66562,                0.51688,                0.57454,                0.28848,                 1.8117,                 1.1333,                 1.3939,               0.001571,               0.001571,               0.001571
                    133,                0.94215,                0.59161,                 1.0712,                0.66857,                0.47698,                0.53655,                0.26431,                 1.7776,                 1.2028,                 1.4277,              0.0015677,              0.0015677,              0.0015677
                    134,                0.92324,                0.59516,                 1.0559,                0.69241,                0.49847,                0.56647,                0.27184,                 1.8399,                 1.1488,                 1.4486,              0.0015644,              0.0015644,              0.0015644
                    135,                 0.9167,                0.57474,                 1.0476,                0.70147,                 0.4954,                0.56595,                0.28116,                 1.8282,                 1.1471,                 1.4536,              0.0015611,              0.0015611,              0.0015611
                    136,                0.92928,                0.59185,                 1.0601,                0.68588,                0.48742,                0.55311,                0.27491,                 1.8217,                 1.1775,                  1.437,              0.0015578,              0.0015578,              0.0015578
                    137,                0.91993,                0.57565,                 1.0575,                0.69034,                0.52962,                0.60308,                0.29336,                 1.7665,                 1.0799,                 1.3987,              0.0015545,              0.0015545,              0.0015545
                    138,                0.90284,                0.56947,                 1.0572,                0.63421,                 0.4868,                 0.5336,                0.26125,                 1.8816,                 1.1811,                 1.5325,              0.0015512,              0.0015512,              0.0015512
                    139,                0.94545,                0.59672,                 1.0751,                 0.6692,                0.50645,                0.55998,                0.27206,                 1.8623,                 1.1433,                  1.451,              0.0015479,              0.0015479,              0.0015479
                    140,                0.94317,                0.58716,                 1.0699,                 0.6289,                0.46225,                0.49551,                0.23275,                 1.9422,                 1.3051,                 1.5176,              0.0015446,              0.0015446,              0.0015446
                    141,                0.93246,                0.57903,                 1.0568,                 0.6296,                0.51995,                0.55341,                0.26091,                  1.872,                  1.198,                 1.4573,              0.0015413,              0.0015413,              0.0015413
                    142,                0.90266,                0.57816,                 1.0501,                0.64778,                 0.5295,                0.54907,                 0.2496,                 1.9139,                   1.18,                 1.5227,               0.001538,               0.001538,               0.001538
                    143,                0.91693,                0.57703,                 1.0517,                0.70447,                0.51995,                0.58979,                0.29472,                 1.7642,                 1.1184,                 1.4067,              0.0015347,              0.0015347,              0.0015347
                    144,                0.90247,                0.58106,                 1.0624,                0.67511,                0.47821,                0.51685,                0.25133,                 1.8698,                 1.2173,                 1.5094,              0.0015314,              0.0015314,              0.0015314
                    145,                  0.908,                0.57681,                 1.0642,                 0.6816,                0.49805,                0.55432,                0.26475,                 1.8404,                 1.1868,                 1.4659,              0.0015281,              0.0015281,              0.0015281
                    146,                0.90901,                0.57556,                 1.0594,                0.67816,                0.49785,                0.54916,                0.25656,                  1.944,                 1.1608,                 1.5152,              0.0015248,              0.0015248,              0.0015248
                    147,                   0.88,                0.56993,                 1.0493,                0.65626,                0.51333,                0.55593,                0.25629,                  1.924,                 1.1955,                 1.5257,              0.0015215,              0.0015215,              0.0015215
                    148,                0.88402,                 0.5695,                 1.0436,                0.73053,                0.53919,                0.61464,                0.29996,                 1.7954,                 1.0298,                 1.4439,              0.0015182,              0.0015182,              0.0015182
                    149,                0.92171,                0.58615,                 1.0554,                0.62595,                0.51504,                0.54873,                0.26985,                 1.8423,                 1.1702,                 1.4888,              0.0015149,              0.0015149,              0.0015149
